video_id,date,caption,views,subject,packaging,packaging_level,tags,notes,method,reviewed,transcript
7541130179255520526,2025-08-21,OVER 200 DAYS OF PRESIDENT TRUMP,1200000,trump,produced,3,dramatic_score|speech_audio|hype_language|speed_ramp|stock_hero|comparison|highlight_reel|aura_farming,"""This will be our greatest era"" because Trump was president vibes.",human,yes," President Trump kicking off another busy week at the White House. It has been yet another eventful week in Washington. The activity level is off the charts. The president dialed in. He is executing his agenda at a lightning fast pace. Here's something we rarely see in American politics. President Trump is actually keeping his campaign promises and he's doing them as quickly as possible. This administration is moving at political light speed and they're just getting started. We're going to have one shot at this and no other president is going to do what I'm doing. Goodbye. We love you. We will be back in some form. Have a good life. We will see you soon. Thank you. Thank you very much. It's official. Former President Donald Trump will be running for president again in 2024. Has Donald Trump got the stamina and the will to do this again? I'm under such tremendous... Everything is on the line in this election. Busy day in the campaign world up in Butler today. Former President Trump holding a rally at 5 o'clock. He just tried to kill President Trump. Not even an assassin's bullet could stop him. Feels like the climax of a superhero movie. The first act of 2016. The second act 2020. The third act he almost dies. And then what happens? Donald Trump will become the 47th president of the United States. Rare in American politics. A presidential sequel. He believes he has a, quote, mandate to bring common sense back to the country. It's our time to take up the righteous cause of American liberty and begin the most thrilling days in the history of our country. This will be our greatest era. With God's help over the next four years, we are going to lead this nation even higher. And we are going to forge the freest, most advanced, most dynamic, and most dominant civilization ever to exist on the face of this earth. He has the opportunity to reset everything around the world. Under President Trump's leadership, the message to America's enemies is loud and clear. Peace through strength is back. No amount of hysteria, no amount of fear-mongering is going to shake the president's resolve. This is the wholesale destruction of the liberal state. He is gutting liberal Washington, D.C. in a way that they say could be permanent. 47 means business. The White House is holding all the cards. I return to the presidency confidence and optimistic that we are at the start of a thrilling new era of national success. The bottom line is whether you like Trump or you don't like him, you can't say that he's coming and not try to deliver, and he's doing so in historic fashion. The tide of change is sweeping the country. Sunlight is pouring over the entire world. And America has the chance to seize this opportunity like never before. движ速 obviamente keeps may be both in net bekannt, including the collective shive brutal temperatur. And despite the history of nuclear special peace and memorialization, heading to a place萌 antibacterialinity changing ismedenbatte. We'll be inundated by city doors and areas for many years, and we norms the Matteo to the shipuits are dignified of looking at least withícul bathrooms. Yes, the dense and pero Missyop Venezuela has powers digitized its ability as well. No forces it never wam wissen and there's a啦. No forces it not errors. Unlike Satan's Bellatrix, mind an exactamente deadNIVER after the Senate. It cannot waste anyựccy. Love the battle. Do this orlerin war 찾 это Goddel to the plate of European culture? Well, yeah. Save you to protect each other people all the means."
7541090623147855117,2025-08-21,Woke is dead,799700,governance,official,1,speech_audio|comparison|highlight_reel,"Reel about Trump's DEI mandate. On him signing a new executive order to ""cut federal funding for any school pushing critical race theory, transgender insanity, and any other inappropriate racial, sexual or political content to the shoulders of our children"" ""Our country is going to be based on merit again"" ""Bring back free speech."" ""End child sexual mutiliation."" Towards the end we hear Leavitt talk about the ban of Transgender women from female sports team.",human,yes," I will sign a new executive order to cut federal funding for any school, pushing critical race theory, transgender insanity, and other inappropriate racial, sexual, or political content onto the shoulders of our children. He signed an executive order this week prohibiting federal funding of the indoctrination of our children, including radical gender ideology and critical race theory in the classroom. We're going to stop the destructive and divisive diversity, equity, and inclusion mandates. This is about reforming the system of hiring in federal government to ensure that merit is the lodestar of hiring decisions. Wow. Our country is going to be based on merit again. We're going to bust up the censorship regime and bring back free speech again. This next item is a directive to the federal government ordering the restoration of freedom of speech and preventing government censorship of free speech going forward. And I will sign executive orders to end child sexual mutilation. President Trump issued an executive order that prohibits the use of federal funds to fund the mutilation of children. Men playing in women's sports is insane. I will get rid of it fast. UPenn agrees to follow President Trump's mandate and ban transgender women from female sports teams. cents and banishment. For more information than this a couple of days. In our休 introducingOnly Jewish news special spirit, we will make sure we feel this type of recoveryestar of domestic law to partnerить K flushed away in both cases. And if not it highly凍受 of which means this is joyful because of Midori in Korean AmericanветSON is Todos, theopolitical ц incompatibles foropes and non dabbing it with all kinds of survivors. During lunel training group joint mission is an aj한민ian fire. I will sign up before these details and the founder students are izquierd in both cases, so that people are now rec rewarded之後 than or tequila or person immediately by other people who are ranslex upon�도 here."
7541048892880702733,2025-08-21,Fake news,838800,opponents,meme,6,meme_audio|bass_drop|speech_audio|highlight_reel|punchline|call_response|named_target|troll|provocative|aura_farming|hyper_masculine,"Attacking the media. Asking reporters for their news outlets, and then ROASTING the outlets. Saying reporters are ""not real people"". Calling CNN ""fake news"" that ""nobody watches"". Saying ""you're a terrible reporter""/ ""you don't have what it takes to be a reporter"". ""I have not read them in years. I thought they died.""",human,yes," Let's see how real people work. These are real people. You're not real people. Your job is still easy. Who do you work for? Nerds. Who? Nerds. I don't even know what the hell that is. Who do you work for? CNN. There's a split, though. Fake news. Fortunately, nobody watches. Have you ever asked a positive question at CNN? We're talking about a lot of other things. It's NBC trying to get off the subject of what you just saw. You are a real... You know, you're a terrible reporter. Number one, you don't have what it takes to be a reporter. You're not smart enough. I don't know even what you're talking about. Neither do you. Who are you with? Up close, sir. Who? Up close. I'm no wonder. I thought they died. Are they still around? I haven't read them in years. I thought they'd die."
7540822851000012045,2025-08-21,START YOUR ENGINES 🇺🇸,2500000,promotion,produced,3,meme_audio|bass_drop|hype_language|speed_ramp|stock_hero|highlight_reel|gamification|fictional_overlay|punchline|provocative|aura_farming|hyper_masculine,"""Ladies and gentlemen, start your engines"" is an iconic, albeit often modified, phrase used to signal the beginning of a motor race, traditionally ""Gentlemen, start your engines"" at the Indy 500 since the 1940s-50s. And that line is used here as the audio of the TikTok video. General message is ""God bless our troops"" ""God bless America"" ""America is back"" and ""Start your engines"". Coming in close succession with the US' capture of Maduro. Some racing car footage used but not sure where that was from. Audio: Acdc Thunderstruck by that has been memed before -- cause some live commentator said this ""I just got 3 things to say. God bless our troops. God bless America. And gentlemen, start your engine"" against this song.",human,yes," I just got three things to say. God bless our troops. God bless America. And gentlemen, start your engine! Venture Fire then"
7541463840324619533,2025-08-22,Making D.C. Safe Again,648000,enforcement,produced,3,speech_audio|hype_language|speed_ramp|highlight_reel|aura_farming|hyper_masculine,"Trump speaking on making D.C. safe again. Context: On August 22, 2025, the ""Make D.C. Safe & Beautiful"" federal initiative intensified, with law enforcement reporting 40 arrests and five gun seizures in a single day.",human,yes," You got to be strong. You got to be tough. You got to do your job. Whatever it takes to do your job, you got to do your job. But I've never received so many phone calls thanking me for what we've done in Washington, D.C. I just wanted to thank you all. You're doing incredible. You're incredible people. You make the country run, frankly. You make the whole place run. We're going to have the best capital ever."
7541513712247541006,2025-08-22,THE PEOPLE’S HOUSE,826500,promotion,produced,3,aura_farming,"Video with little context. Trump wearing a hat saying ""TRUMP WAS RIGHT ABOUT EVERYTHING!"" on some kind of a visit to The People's House, which is a White House History Museum.",human,yes, Thank you.
7541214603838033166,2025-08-22,Just happy to be here ,1100000,promotion,produced,3,dramatic_score|stock_hero|highlight_reel|trump_dance|aura_farming|hyper_masculine,No real message. Just a lot of hero framing.,human,yes, Music Thank you.
7541472079007255863,2025-08-22,For WINNERS only ,727200,trump,official,1,speech_audio|aura_farming,"FIFA President paying deference to Trump by letting him hold the World Cup Trophy, which is only for ""Winners"" as the FIFA president said, while he handed it over to Trump.",human,yes," That's why we brought as well this, which is the winner's trophy. It is the trophy that the winner of the FIFA World Cup wins. Only the FIFA president, presidents of countries, and then those who win can touch it, because it's for winners only. And since you are a winner, of course, you can as well touch it. It's pretty heavy. It's the winner's trophy. The last one who lifted that is Leo Messi, Lionel Messi of Argentina. And here it is in the Oval Office in the White House. Can I keep it? Well, you can keep it. We're not giving it back. We're not giving it back. That's serious. It fits well. It goes very well on the wall right over there. We'll put it right below the angels. It fits well here, I think. That's beautiful. Until we have to give it to the next winner. That's fine. That's a beautiful piece of gold, I will say. It's beautiful. It's beautiful. Yeah."
7541418435679390990,2025-08-22,Pretty much sums it up,899100,enforcement,tiktok,4,trending_audio|stock_hero|comparison|punchline|hyper_masculine,The background track is You Belong With Me by Taylor Swift.,human,yes, About employee
7541568256813845774,2025-08-23,Making America Great Again,4500000,promotion,produced,3,dramatic_score|stock_hero|highlight_reel|aura_farming|hyper_masculine,"Looks like an advert. Trying to show that 47th administration, which is run by Trump, is great. Shows Tim Cook shaking hands with Trump among other leaders.",human,yes," Oh no, it's time to run, it's time to run I'm out, it's time to run I'm out, it's time to run"
7541802556314471693,2025-08-23,GAME DAY IS BACK,646000,culture,produced,3,trending_audio|dramatic_score|hype_language|speed_ramp|stock_hero|comparison|highlight_reel|aura_farming|hyper_masculine,"Message: Trump saved college football. Audio: A mesh up of commentators singing praises to how Trump saved college football with an executive order. ""For the first time, there's an attempt by a very powerful person that usually exists outside the world of college athletics to put together a group of people perhaps to lobby for changes ...""",human,yes," This season's going to be insane. We are here. We've got college football games this week. I cannot wait for them. It is game week of week zero of college football. We are playing ball this weekend, guys. President Donald Trump has signed an executive order. Donald J. Trump just saved college sports. College sports has been saved. For the first time, there is an attempt from a very powerful person that normally exists outside the world of college athletics to put together a group of people, perhaps to lobby for changes that, by their very task, look out for the greater good in the interest of college athletics."
7541854069707558157,2025-08-23,We’re just getting started.,921800,promotion,produced,3,dramatic_score|speech_audio|hype_language|speed_ramp|stock_hero|highlight_reel|aura_farming,JD Vance speaking on jobs. ,human,yes," President Trump and Vice President Vance are only getting started. This manufacturing plant represents what makes America great. We care about protecting your precious hard-earned tax dollars each and every day that we are on this job fighting for you. I'm most proud that we're fighting for the jobs of the people behind me and the jobs of every single working person in this country. And we're fighting to make sure that you pay low taxes. And the policies of the Trump administration are meant for one simple reason, to empower you to live a great life in this country that all of us love. This economic agenda is rocket fuel for Main Street. I have seen it firsthand. We've got a lot of work done in the last seven months. We're going to do a hell of a lot more work in the next three and a half years. And we're going to fight for you every single step of the way. God bless you and thank you for having me. God bless you and thank you for having me."
7542272353565248782,2025-08-24,A JAM-PACKED week pursuing peace at the Trump White House,1300000,promotion,direct_address,2,speech_audio|comparison|highlight_reel|maga_minute,"Press Secretary Leavitt doing MAGA Minute. Delivering results that all D.C. crime is down 9%, violent crime is down 41% compared to the 10 days before the executive order, etc. etc.",human,yes," Law and order, push-ups, and the pursuit of peace. Let's break it all down in another jam-packed MAGA Minute. The president traveled to Alaska to meet with Russian President Vladimir Poulin before hosting a productive summit here at the White House with Ukrainian President Zelensky, the NATO secretary, the president of the European Commission, and heads of state from the United Kingdom, Italy, Finland, Germany, and France, all to further efforts to end the Russia-Ukraine war. Foreign leaders have since remarked that more progress toward peace has been made in the last two weeks than in the past three years under Joe Biden. All we needed, clearly, was a new president. The president's initiative to make D.C. safe again has resulted in well over 600 arrests, including arrests of an MS-13 gang member, the seizure of illegal firearms and drugs off of the streets of our nation's capital. As a matter of fact, since President Trump began his crackdown on crime in D.C., all crime is down 9 percent, and violent crime is down 41 percent when compared to the 10 days before the president's executive actions. Additionally, carjackings are down 83 percent, robberies are down 58 percent, murders are down 50 percent, motor vehicle thefts are down 33 percent, and assaults with dangerous weapons are down 27 percent. The president on Thursday went to greet and thank the men and women undergoing this historic effort to make our nation's capital safe and beautiful again. And the vice president, J.D. Vance, visited Union Station to visit troops keeping our nation's capital safe and took some protesters to school. HHS Secretary Bobby Kennedy and Secretary of Defense Pete Hegseth started quite the trend this week, encouraging other members of the cabinet and Americans like you across the country to participate in the Pete and Bobby challenge. The challenge is 100 push-ups and 50 pull-ups in under 10 minutes. Can you do it? We want to see you try. And lastly, you should follow the White House on TikTok, where you will find some must-see content. It was another very busy week here at the White House. We will see you for next week for another very busy MAGA Minute."
7542202173069757751,2025-08-24,ASMR,1400000,opponents,meme,6,meme_audio|punchline|provocative,ASMR sound of pen writing on paper -- which is Trump signing an executive order. Labelled meme audio due to adoption of the ASMR style.,human,yes, 65 Play
7542551440087125262,2025-08-25,President Trump BLASTS Chicago Mayor on Crime Stats,373200,opponents,official,1,speech_audio|comparison|call_response|named_target|provocative,"Criticizes ""incompetent"" mayor from Chicago, as well as the media.",human,yes," This is a meeting and a group of people that are doing an unbelievable job on a thing called crime. And in particular, violent crime. Today we're going to be discussing it. And I watched as a very incompetent mayor from Chicago said, well, what do they know? They only arrested nine people. I said, nine people? We didn't arrest nine people. We actually arrested a total of well over a thousand people. We took hundreds of guns away from young kids. We're throwing them around like it was candy. We apprehended scores of illegal aliens. We seized dozens of illegal firearms. There have been zero murders. It sounds sort of terrible to say. It's embarrassing. I did this over the weekend. I'm making a speech. And I acted like I was so proud. As I said, we've had zero murders in the last week. And some of these people were from foreign countries. They said, that doesn't sound so good. And I said, well, it doesn't sound good. But Washington was the most dangerous place in this country. And now, you know what? It's probably the safest place in our country. Everyone's starting to come here. The restaurants now you can't get in. Many of them closed because they couldn't open with crime. Everybody before me is happy what I'm doing. Most of you won't say that because you're radical left. The newspapers are so dishonest. The press is totally dishonest. But that's all right. We've gotten used to it. We've gotten used to it."
7542534728507739447,2025-08-25,"Money, Money, Moneyyy  💸 No Tax on Overtime!",348400,promotion,produced,3,,"Very much advert looking. Not sure why Diet Coke is seen, then suddenly there's a printer that prints ""NO TAX ON OVERTIME"" with a smiley face. Song fades in towards the end. Song: For the Love of Money by The O'Jays",human,yes," graduated with six months early breakdowns Money, money, money, money, money, money."
7542617621334658317,2025-08-25,"Burn the American flag, disrespect our nation, incite violence- ONE YEAR IN JAIL. No excuses.",1100000,enforcement,produced,3,speech_audio|deep_fried|highlight_reel|punchline|call_response|provocative,"Trump's voice heard saying towards the end of the video: ""Rarely have we seen anything like this, and I think you should get a one-year jail sentence if you do anything to desecrate the American flag."" That same day as the video's release, this executive order came out: https://www.whitehouse.gov/presidential-actions/2025/08/prosecuting-burning-of-the-american-flag/ Not sure if the video is purposely blurred or made more high contrast or shaky.",human,yes, Mickey Fernandez was never great. America was never great. America was never great. America was never great. America was never great. America was never great. Rarely have we seen anything like this. And I think you should get a one-year jail sentence if you do anything to desecrate the American flag.
7542573722020891918,2025-08-25,President Trump 🤝 President of South Korea Lee Jae-myung ,482400,governance,official,1,speech_audio,President Trump 🤝 President of South Korea Lee Jae-myung,human,yes, We're going to have a good meeting. We're going to have a great meeting.
7542888643774532877,2025-08-26,Making America Safe Again,367000,enforcement,produced,3,dramatic_score|speech_audio|speed_ramp|comparison|highlight_reel,"Executive order that ""make(s) America safe again"".",human,yes," I'll start signing the executive orders. To me, this is a very, very big deal. The executive orders has to do with cashless bail. That was when the big crime in this country started. And, I mean, they kill people and they get out. We're ending it. What this executive order does, it charges your attorney general with identifying jurisdictions all over the country that have cashless bail policies, and then it withholds or revokes federal funds and grants that are flowing to those jurisdictions to ensure that we're only supporting the people who have reasonable, common-sense policies around crimes. In addition to the measures that we're taking that are quite similar to what we're doing around the country, in D.C. in particular, the objective is holding as many criminal defendants in federal custody and subjecting them to federal charges as possible. That means that they'll be held pretrial in federal jail as opposed to just being cut back out on the streets due to a cashless bail policy. Okay? It's all important. W мужчIN PUT FOR LA"
7542947006595992845,2025-08-26,Who the left swipes right on ➡️,962700,opponents,meme,6,trending_audio|gamification|fictional_overlay|punchline|named_target|troll|provocative,"Shaped like a Tinder app where people swipe right to match up. It pokes fun on the democrats, saying that they ""love"" illegal immigration. Ends with punchline: ""Democrats and illegal immigrants: an undeniable love story."" Video plays to the song: ""I Want to Know What Love Is"" by Foreigner.",human,yes, I'm gonna take a little time A little time to look around me I've got nowhere left to hide It looks like love has finally found me I can't stop now I've traveled so far To change this lonely life I wanna know what love is I want you to show me I wanna feel what love is
7542963987575475469,2025-08-26,Reporter Iris Tao shares terrifying story of being held at gunpoint in D.C.,362100,enforcement,official,1,,"Used Fox News reportage of the exchange between Trump and the White House correspondent from NTD, the sister paper of the Epoch Times, who was attacked in D.C.",human,yes," So first of all, thank you, Mr. President. You want to listen to this? For having me here to share my story to the room and to the broader public. My name is Iris Taubman, White House correspondent for MTV, the sister media of the Epoch Times. So more than two years ago, it was a Saturday morning in broad daylight. I was on my way to work, and a young man with a black ski mask pointed a gun on my face and threatened me to hand over my phone, my wallet, my laptop, and everything else. And when I refused, he used the butt of his handgun to strike me across the face, the cheek, what some people call pistol-whipping, before running away. That has deeply traumatized myself and my family ever since. I've never dared to walk in the street of D.C. at night ever, and my family was extremely worried. So, Mr. President, thank you so much for what you're doing right now. Thank you, Iris, for being honest. Such incidents involve not just me, but also my family. If he had shot me, I could have died right there in the middle of nowhere without my families or my friends knowing at the age of back then, I think, 20, 23. Right. Just starting my career here in D.C. without even starting a family. Right now, I'm very blessed to have this opportunity. So you had a gun pointed at your head, and you probably figured that he's going to pull the trigger because these are animals that don't know what the hell. They couldn't care less. The pulling the trigger to him is a very minor event, and I'm sure he's done it before. So how did you, and you did refuse to give it, which probably maybe somebody would say that was not the right decision, right? But you refused, but I understand that. And then he hit you real hard. Yes. It's really amazing that you weren't shot, though, is it? I'm very blessed, and that's why having this opportunity to stand here to share my story today, one, I'm very grateful for God for allowing me to still survive to this day, but also to Mr. President, thank you for now making D.C. safer. Thank you very much. For us, for our families, for my parents, on behalf of my parents, and now my baby on the way. Thank you so much. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you."
7542970519398698253,2025-08-26,Travis Kelce and Taylor Swift Engaged- President Trump reacts: ,745000,culture,tiktok,4,,"Trump's reaction to Taylor Swift and Travis Kelce's engagement. Talks about Kelce as a great guy, and Taylor as a ""terrific person"". ""Trump reacts"" is more like a TikTok format, although the treatment of the video is not really that. It's from question posed at a presser. But since this video is definitely put up because it would draw attention to him, due to the content involved, I put it under TikTok native.",human,yes," But I have to tell you the biggest pop culture news of the year broke while we were in this cabinet meeting. Travis Kelsey and Taylor Swift are engaged and the world wants your reaction, sir. Well, I wish him a lot of luck. I think it's, I think he's a great player. I think he's a great guy and I think that she's a terrific person. So I wish them a lot of luck."
7543015555788213518,2025-08-26,Build the wall ,519400,promotion,tiktok,4,bass_drop|speech_audio|speed_ramp|stock_hero|highlight_reel|trump_dance,"Building the border wall. Text overlay: FINISH THE WALL. Music: Home Depot (Trap Remix), by Big Zedess",human,yes," Congress recently gave Chief Michael Banks $46 billion for 1,300 miles of new wall and 900 miles of buoys. Thank you."
7543341362549214477,2025-08-27,"Honoring the victims of the tragedy in Minneapolis, Minnesota",476200,governance,official,1,,"Content is just the order issued by Trump to honor the victims in the shooting at Annunciation Catholic School in Minneapolis on Aug 27, 2025. No music. No video.",human,yes,
7543059822267108663,2025-08-27,Local D.C. residents share their experience with crime,586700,enforcement,produced,3,dramatic_score|speech_audio,"Interview of a shop owner who shared her experience with crime. Youths looting from the store. ""If their parents can't be accountable for them, the government may need to step in.""",human,yes," My name is Tamika. The store has been vandalized before with a bunch of teens running in. And then one of the staff members got hurt and injured as well. And it kind of traumatized me a little bit. I didn't like it. It's kind of hurtful. Sometimes I'd be afraid to walk out this door, go to my car. People work hard for their business. It's how the kids looting, they're stealing every day. Even adults come here and steal it. They walk beside the kids, the kids stuff stuff in their pockets. What type of parenting you doing? Like I tell kids all the time, I get them free stuff all the time. I tell them, like, if you're hungry, I will feed you. There's no need to steal from you. You know? A lot of teens need to be dealt with and accountable for their actions because they know right from wrong. If their parents can't be accountable for them, I mean, the government needs to step in."
7543720976656207117,2025-08-28,"So true, Mr. VP",209600,opponents,official,1,speech_audio|punchline|call_response|named_target|provocative,"JD Vance delivering relationship advice to high school kids as someone who has been married 11 years: ""Find yourself somebody who loves you as much as National Democrats love giving healthcare to illegal aliens.""",human,yes," And that's exactly why they voted against this bill. I know we have this beautiful high school class back there. And I'll give you, just from a vice president to the high school seniors, I'll give you guys just a little bit of relationship advice from a man who's been happily married for 11 years. Find yourself somebody who loves you as much as national Democrats love giving health care benefits to illegal aliens. That's my advice for you. Thank you."
